subj	mode	order	scenario	concept	first	Yp	Yn	age	gender	race
 209	je	1	train		ident	neg	 7	6	55	Female	white
 209	je	4	driver		ml	neg	 4	6	55	Female	white
 209	je	5	construct	hs	neg	 7	7	55	Female	white
 209	je	2	fire		cc	pos	 2	5	55	Female	white
 209	je	3	linebacker	ivd	pos	 7	7	55	Female	white
 210	se	1	driver		hs	neg	 7	7	40	Female	white
 210	se	3	linebacker	ml	neg	 2	2	40	Female	white
 210	se	4	fire		cc	neg	 1	5	40	Female	white
 210	se	2	train		ivd	pos	 7	7	40	Female	white
 210	se	5	construct	ident	pos	 7	5	40	Female	white
 211	se	2	construct	cc	neg	 5	5	25	Female	white
 211	se	1	train		ivd	pos	 6	2	25	Female	white
 211	se	3	linebacker	hs	pos	 6	7	25	Female	white
 211	se	4	fire		ml	pos	 4	5	25	Female	white
 211	se	5	driver		ident	pos	 7	2	25	Female	white
 212	se	1	fire		cc	neg	 1	1	30	Female	white
 212	se	2	construct	ident	neg	 7	4	30	Female	white
 212	se	3	train		ml	neg	 1	1	30	Female	white
 212	se	4	driver		ivd	neg	 7	7	30	Female	white
 212	se	5	linebacker	hs	pos	 7	7	30	Female	white
 213	je	1	linebacker	ml	neg	 1	1	29	Male	white
 213	je	3	fire		hs	neg	 1	7	29	Male	white
 213	je	2	driver		ident	pos	 7	2	29	Male	white
 213	je	4	train		cc	pos	 1	1	29	Male	white
 213	je	5	construct	ivd	pos	 7	7	29	Male	white
 214	se	3	driver		hs	neg	 7	7	50	Female	white
 214	se	4	train		ml	neg	 1	6	50	Female	white
 214	se	1	construct	ident	pos	 7	5	50	Female	white
 214	se	2	linebacker	ivd	pos	 7	7	50	Female	white
 214	se	5	fire		cc	pos	 1	6	50	Female	white
 215	se	5	fire		ml	neg	 2	3	42	Female	white
 215	se	1	linebacker	ivd	pos	 7	7	42	Female	white
 215	se	2	driver		ident	pos	 7	2	42	Female	white
 215	se	3	train		hs	pos	 6	7	42	Female	white
 215	se	4	construct	cc	pos	 2	2	42	Female	white
 216	se	1	train		ml	neg	 2	2	55	Male	white.native.american
 216	se	3	fire		hs	neg	 7	7	55	Male	white.native.american
 216	se	4	linebacker	cc	neg	 2	6	55	Male	white.native.american
 216	se	5	construct	ident	neg	 7	5	55	Male	white.native.american
 216	se	2	driver		ivd	pos	 7	7	55	Male	white.native.american
 217	se	1	linebacker	ml	neg	 3	2	32	Female	white
 217	se	4	fire		ident	neg	 1	1	32	Female	white
 217	se	5	train		ivd	neg	 7	7	32	Female	white
 217	se	2	construct	hs	pos	 7	7	32	Female	white
 217	se	3	driver		cc	pos	 3	3	32	Female	white
 218	je	1	driver		ident	neg	 5	1	25	Female	white
 218	je	2	train		cc	neg	 2	2	25	Female	white
 218	je	3	linebacker	ml	neg	 1	1	25	Female	white
 218	je	5	construct	hs	neg	 2	5	25	Female	white
 218	je	4	fire		ivd	pos	 1	1	25	Female	white
 219	se	1	driver		hs	neg	 6	7	49	Female	white
 219	se	2	linebacker	cc	pos	 1	7	49	Female	white
 219	se	3	train		ident	pos	 7	3	49	Female	white
 219	se	4	fire		ml	pos	 3	6	49	Female	white
 219	se	5	construct	ivd	pos	 7	7	49	Female	white
 220	se	1	linebacker	ivd	neg	 7	7	50	Female	white
 220	se	2	construct	ident	neg	 7	4	50	Female	white
 220	se	3	driver		ml	neg	 7	7	50	Female	white
 220	se	4	fire		cc	neg	 1	1	50	Female	white
 220	se	5	train		hs	pos	 7	7	50	Female	white
 221	se	2	train		cc	neg	 2	5	41	Female	white
 221	se	3	construct	ml	neg	 1	2	41	Female	white
 221	se	4	fire		ivd	neg	 7	7	41	Female	white
 221	se	1	driver		ident	pos	 7	5	41	Female	white
 221	se	5	linebacker	hs	pos	 7	7	41	Female	white
 222	se	1	driver		ivd	neg	 6	6	27	Male	white
 222	se	3	linebacker	hs	neg	 3	5	27	Male	white
 222	se	2	train		ml	pos	 3	3	27	Male	white
 222	se	4	fire		ident	pos	 6	3	27	Male	white
 222	se	5	construct	cc	pos	 2	2	27	Male	white
 223	je	4	linebacker	cc	neg	 1	7	28	Male	latino
 223	je	5	fire		ml	neg	 1	7	28	Male	latino
 223	je	1	train		ivd	pos	 7	7	28	Male	latino
 223	je	2	driver		ident	pos	 7	1	28	Male	latino
 223	je	3	construct	hs	pos	 7	7	28	Male	latino
 224	je	1	linebacker	ml	neg	 1	1	62	Female	white
 224	je	2	train		ivd	neg	 7	5	62	Female	white
 224	je	3	fire		ident	neg	 7	4	62	Female	white
 224	je	4	driver		hs	neg	 7	7	62	Female	white
 224	je	5	construct	cc	neg	 1	1	62	Female	white
 225	se	2	construct	hs	neg	 7	7	24	Male	white
 225	se	5	fire		ident	neg	 7	5	24	Male	white
 225	se	1	train		cc	pos	 2	2	24	Male	white
 225	se	3	driver		ml	pos	 5	6	24	Male	white
 225	se	4	linebacker	ivd	pos	 7	7	24	Male	white
 226	se	2	driver		ml	neg	 4	5	28	Male	white
 226	se	5	fire		ivd	neg	 5	6	28	Male	white
 226	se	1	train		hs	pos	 5	3	28	Male	white
 226	se	3	construct	ident	pos	 5	4	28	Male	white
 226	se	4	linebacker	cc	pos	 6	4	28	Male	white
 227	se	2	train		ident	neg	 7	6	41	Female	white
 227	se	4	fire		cc	neg	 1	4	41	Female	white
 227	se	1	linebacker	ivd	pos	 7	7	41	Female	white
 227	se	3	construct	ml	pos	 1	1	41	Female	white
 227	se	5	driver		hs	pos	 6	7	41	Female	white
 228	je	1	fire		cc	neg	 1	4	58	Female	white
 228	je	2	train		hs	neg	 7	7	58	Female	white
 228	je	3	construct	ident	neg	 7	4	58	Female	white
 228	je	4	linebacker	ml	neg	 2	2	58	Female	white
 228	je	5	driver		ivd	neg	 7	6	58	Female	white
 229	je	1	linebacker	ml	neg	 1	1	21	Male	black.latino
 229	je	2	train		hs	neg	 7	7	21	Male	black.latino
 229	je	3	construct	ident	neg	 7	5	21	Male	black.latino
 229	je	5	fire		ivd	neg	 7	7	21	Male	black.latino
 229	je	4	driver		cc	pos	 1	7	21	Male	black.latino
 230	je	3	fire		ident	neg	 7	7	32	Male	white
 230	je	5	driver		ivd	neg	 7	7	32	Male	white
 230	je	1	construct	hs	pos	 7	7	32	Male	white
 230	je	2	train		cc	pos	 1	7	32	Male	white
 230	je	4	linebacker	ml	pos	 1	1	32	Male	white
 231	se	2	train		hs	neg	 4	7	29	Male	latino
 231	se	4	construct	cc	neg	 3	2	29	Male	latino
 231	se	1	fire		ml	pos	 7	5	29	Male	latino
 231	se	3	driver		ivd	pos	 6	6	29	Male	latino
 231	se	5	linebacker	ident	pos	 7	5	29	Male	latino
 232	je	1	fire		hs	pos	 7	7	51	Female	white
 232	je	2	construct	cc	pos	 5	5	51	Female	white
 232	je	3	linebacker	ivd	pos	 7	7	51	Female	white
 232	je	4	train		ident	pos	 7	5	51	Female	white
 232	je	5	driver		ml	pos	 4	6	51	Female	white
 233	se	1	train		cc	pos	 1	1	40	Female	black.native.american
 233	se	2	linebacker	ml	pos	 1	1	40	Female	black.native.american
 233	se	3	fire		hs	pos	 7	7	40	Female	black.native.american
 233	se	4	driver		ident	pos	 1	1	40	Female	black.native.american
 233	se	5	construct	ivd	pos	 1	7	40	Female	black.native.american
 234	se	3	fire		cc	neg	 1	2	47	Female	white
 234	se	5	train		ident	neg	 5	2	47	Female	white
 234	se	1	driver		hs	pos	 7	7	47	Female	white
 234	se	2	construct	ivd	pos	 6	5	47	Female	white
 234	se	4	linebacker	ml	pos	 2	2	47	Female	white
 235	je	1	construct	ml	neg	 3	3	39	Male	asian
 235	je	4	fire		ivd	neg	 5	5	39	Male	asian
 235	je	5	driver		hs	neg	 6	6	39	Male	asian
 235	je	2	linebacker	cc	pos	 2	2	39	Male	asian
 235	je	3	train		ident	pos	 4	3	39	Male	asian
 236	je	4	construct	ml	neg	 5	5	30	Female	asian.white
 236	je	1	driver		ivd	pos	 1	1	30	Female	asian.white
 236	je	2	fire		hs	pos	 1	6	30	Female	asian.white
 236	je	3	linebacker	ident	pos	 7	5	30	Female	asian.white
 236	je	5	train		cc	pos	 3	6	30	Female	asian.white
 237	je	1	driver		ivd	neg	 6	7	62	Male	white
 237	je	2	train		ml	neg	 4	6	62	Male	white
 237	je	4	linebacker	cc	neg	 3	5	62	Male	white
 237	je	3	construct	hs	pos	 6	7	62	Male	white
 237	je	5	fire		ident	pos	 7	7	62	Male	white
 238	se	1	linebacker	ident	pos	 7	2	34	Female	white.latino
 238	se	2	driver		cc	pos	 4	6	34	Female	white.latino
 238	se	3	train		ivd	pos	 7	7	34	Female	white.latino
 238	se	4	fire		ml	pos	 4	4	34	Female	white.latino
 238	se	5	construct	hs	pos	 7	7	34	Female	white.latino
 239	je	1	train		cc	neg	 2	6	30	Female	white
 239	je	2	linebacker	hs	neg	 3	5	30	Female	white
 239	je	3	driver		ml	neg	 5	5	30	Female	white
 239	je	5	construct	ivd	neg	 6	6	30	Female	white
 239	je	4	fire		ident	pos	 7	2	30	Female	white
 240	se	1	construct	ident	neg	 7	5	31	Female	latino
 240	se	4	fire		ivd	neg	 7	7	31	Female	latino
 240	se	2	linebacker	cc	pos	 5	7	31	Female	latino
 240	se	3	driver		hs	pos	 7	7	31	Female	latino
 240	se	5	train		ml	pos	 6	6	31	Female	latino
 241	se	2	linebacker	ident	neg	 6	6	31	Female	white
 241	se	1	driver		hs	pos	 7	7	31	Female	white
 241	se	3	train		ivd	pos	 7	7	31	Female	white
 241	se	4	construct	cc	pos	 4	4	31	Female	white
 241	se	5	fire		ml	pos	 3	4	31	Female	white
 242	je	2	train		cc	neg	 2	2	32	Female	white
 242	je	1	fire		ivd	pos	 7	5	32	Female	white
 242	je	3	driver		hs	pos	 6	7	32	Female	white
 242	je	4	linebacker	ml	pos	 2	3	32	Female	white
 242	je	5	construct	ident	pos	 7	1	32	Female	white
 243	je	3	linebacker	ivd	neg	 4	4	22	Male	white.native.american
 243	je	5	construct	ml	neg	 4	6	22	Male	white.native.american
 243	je	1	driver		hs	pos	 7	7	22	Male	white.native.american
 243	je	2	train		cc	pos	 4	4	22	Male	white.native.american
 243	je	4	fire		ident	pos	 6	3	22	Male	white.native.american
 244	se	1	construct	ident	neg	 7	5	30	Male	white
 244	se	4	linebacker	cc	neg	 6	6	30	Male	white
 244	se	5	fire		ml	neg	 5	5	30	Male	white
 244	se	2	train		ivd	pos	 7	7	30	Male	white
 244	se	3	driver		hs	pos	 7	7	30	Male	white
 245	je	1	linebacker	hs	neg	 6	7	24	Female	white
 245	je	2	construct	ml	neg	 1	1	24	Female	white
 245	je	3	train		ident	neg	 7	3	24	Female	white
 245	je	5	driver		ivd	neg	 7	7	24	Female	white
 245	je	4	fire		cc	pos	 2	2	24	Female	white
 246	se	2	driver		ivd	neg	 7	6	19	Female	white
 246	se	3	fire		ident	neg	 7	5	19	Female	white
 246	se	4	train		cc	neg	 2	3	19	Female	white
 246	se	5	linebacker	ml	neg	 2	4	19	Female	white
 246	se	1	construct	hs	pos	 7	7	19	Female	white
 247	se	1	linebacker	ident	neg	 7	6	26	Female	black
 247	se	2	driver		ivd	neg	 7	5	26	Female	black
 247	se	3	train		hs	neg	 6	7	26	Female	black
 247	se	4	fire		ml	neg	 1	4	26	Female	black
 247	se	5	construct	cc	pos	 5	2	26	Female	black
 248	se	2	construct	cc	neg	 2	2	39	Female	white
 248	se	5	driver		ivd	neg	 7	6	39	Female	white
 248	se	1	linebacker	hs	pos	 6	7	39	Female	white
 248	se	3	train		ml	pos	 2	2	39	Female	white
 248	se	4	fire		ident	pos	 7	2	39	Female	white
 249	je	3	train		hs	neg	 7	7	31	Female	white
 249	je	4	construct	ivd	neg	 7	7	31	Female	white
 249	je	1	fire		ml	pos	 6	6	31	Female	white
 249	je	2	linebacker	cc	pos	 4	4	31	Female	white
 249	je	5	driver		ident	pos	 7	7	31	Female	white
 250	je	3	linebacker	ml	neg	 6	6	38	Male	white
 250	je	1	driver		cc	pos	 6	7	38	Male	white
 250	je	2	train		ivd	pos	 7	7	38	Male	white
 250	je	4	fire		hs	pos	 3	7	38	Male	white
 250	je	5	construct	ident	pos	 7	6	38	Male	white
 251	se	1	linebacker	hs	neg	 7	7	34	Female	latino
 251	se	5	train		ml	neg	 1	1	34	Female	latino
 251	se	2	driver		ivd	pos	 7	7	34	Female	latino
 251	se	3	fire		ident	pos	 7	4	34	Female	latino
 251	se	4	construct	cc	pos	 2	2	34	Female	latino
 252	je	1	driver		ivd	neg	 6	3	24	Male	white
 252	je	2	construct	cc	neg	 3	3	24	Male	white
 252	je	3	fire		ml	neg	 3	5	24	Male	white
 252	je	4	train		ident	pos	 6	2	24	Male	white
 252	je	5	linebacker	hs	pos	 2	5	24	Male	white
 253	se	2	driver		cc	neg	 3	7	39	Female	white
 253	se	5	train		ml	neg	 5	5	39	Female	white
 253	se	1	linebacker	ivd	pos	 7	7	39	Female	white
 253	se	3	construct	ident	pos	 7	5	39	Female	white
 253	se	4	fire		hs	pos	 7	7	39	Female	white
 254	se	1	fire		ivd	neg	 1	4	58	Female	white
 254	se	3	linebacker	cc	neg	 6	6	58	Female	white
 254	se	4	construct	ident	neg	 7	6	58	Female	white
 254	se	2	driver		ml	pos	 6	7	58	Female	white
 254	se	5	train		hs	pos	 7	7	58	Female	white
 255	se	2	driver		ivd	neg	 1	1	22	Male	black.white
 255	se	1	construct	ident	pos	 7	5	22	Male	black.white
 255	se	3	train		ml	pos	 1	1	22	Male	black.white
 255	se	4	linebacker	hs	pos	 6	7	22	Male	black.white
 255	se	5	fire		cc	pos	 1	5	22	Male	black.white
 256	je	1	construct	hs	neg	 1	7	33	Female	black
 256	je	2	fire		ml	neg	 2	2	33	Female	black
 256	je	3	driver		ident	neg	 7	2	33	Female	black
 256	je	4	train		ivd	pos	 7	7	33	Female	black
 256	je	5	linebacker	cc	pos	 3	7	33	Female	black
 257	je	4	construct	ivd	neg	 4	5	30	Female	black
 257	je	5	fire		ident	neg	 4	5	30	Female	black
 257	je	1	train		ml	pos	 7	7	30	Female	black
 257	je	2	driver		hs	pos	 7	4	30	Female	black
 257	je	3	linebacker	cc	pos	 7	6	30	Female	black
 258	se	2	linebacker	ml	neg	 4	4	25	Male	white
 258	se	3	train		hs	neg	 7	7	25	Male	white
 258	se	4	fire		ivd	neg	 7	7	25	Male	white
 258	se	1	construct	cc	pos	 4	4	25	Male	white
 258	se	5	driver		ident	pos	 7	5	25	Male	white
 259	je	3	train		ident	neg	 7	6	38	Male	white
 259	je	4	fire		cc	neg	 3	3	38	Male	white
 259	je	1	driver		hs	pos	 7	7	38	Male	white
 259	je	2	linebacker	ml	pos	 4	4	38	Male	white
 259	je	5	construct	ivd	pos	 7	7	38	Male	white
 260	se	2	fire		ident	neg	 7	6	35	Female	white
 260	se	3	construct	cc	neg	 5	5	35	Female	white
 260	se	1	linebacker	ml	pos	 2	3	35	Female	white
 260	se	4	driver		hs	pos	 7	7	35	Female	white
 260	se	5	train		ivd	pos	 7	7	35	Female	white
 261	je	1	driver		ml	neg	 4	6	52	Male	white
 261	je	2	fire		hs	neg	 5	6	52	Male	white
 261	je	3	linebacker	cc	neg	 5	6	52	Male	white
 261	je	5	construct	ident	neg	 7	5	52	Male	white
 261	je	4	train		ivd	pos	 6	6	52	Male	white
 262	se	1	linebacker	ident	neg	 7	6	34	Male	black
 262	se	3	construct	ivd	neg	 7	7	34	Male	black
 262	se	2	train		ml	pos	 7	7	34	Male	black
 262	se	4	fire		cc	pos	 5	5	34	Male	black
 262	se	5	driver		hs	pos	 7	7	34	Male	black
 263	se	1	driver		hs	neg	 6	6	25	Male	white
 263	se	2	linebacker	ident	neg	 5	5	25	Male	white
 263	se	4	fire		ivd	neg	 6	5	25	Male	white
 263	se	5	train		ml	neg	 3	4	25	Male	white
 263	se	3	construct	cc	pos	 4	4	25	Male	white
 264	se	1	construct	ivd	neg	 7	7	39	Male	white
 264	se	2	train		ml	neg	 2	3	39	Male	white
 264	se	5	linebacker	ident	neg	 7	7	39	Male	white
 264	se	3	fire		hs	pos	 7	7	39	Male	white
 264	se	4	driver		cc	pos	 4	5	39	Male	white
 265	je	1	fire		ml	neg	 4	4	57	Female	white
 265	je	3	linebacker	ident	neg	 7	6	57	Female	white
 265	je	4	construct	hs	neg	 7	7	57	Female	white
 265	je	5	driver		cc	neg	 1	7	57	Female	white
 265	je	2	train		ivd	pos	 7	7	57	Female	white
 266	se	1	construct	ivd	pos	 7	6	27	Male	white
 266	se	2	train		ml	pos	 4	4	27	Male	white
 266	se	3	fire		hs	pos	 6	7	27	Male	white
 266	se	4	driver		cc	pos	 3	6	27	Male	white
 266	se	5	linebacker	ident	pos	 7	5	27	Male	white
 267	je	1	linebacker	ml	neg	 1	1	28	Female	white
 267	je	2	train		ident	neg	 7	6	28	Female	white
 267	je	3	driver		hs	pos	 6	7	28	Female	white
 267	je	4	construct	ivd	pos	 7	7	28	Female	white
 267	je	5	fire		cc	pos	 2	6	28	Female	white
 268	je	2	linebacker	ivd	neg	 4	4	26	Male	white
 268	je	1	train		cc	pos	 3	3	26	Male	white
 268	je	3	driver		ml	pos	 2	2	26	Male	white
 268	je	4	construct	ident	pos	 2	2	26	Male	white
 268	je	5	fire		hs	pos	 2	2	26	Male	white
 269	je	3	driver		hs	neg	 7	7	33	Male	white
 269	je	1	fire		ml	pos	 3	3	33	Male	white
 269	je	2	construct	ivd	pos	 7	7	33	Male	white
 269	je	4	linebacker	cc	pos	 1	3	33	Male	white
 269	je	5	train		ident	pos	 1	2	33	Male	white
 270	je	1	construct	hs	neg	 7	6	36	Female	black
 270	je	3	linebacker	ml	neg	 7	6	36	Female	black
 270	je	4	train		ivd	neg	 5	7	36	Female	black
 270	je	5	fire		ident	neg	 4	5	36	Female	black
 270	je	2	driver		cc	pos	 7	5	36	Female	black
 271	je	1	train		cc	neg	 5	4	24	Female	white
 271	je	3	linebacker	ident	neg	 5	4	24	Female	white
 271	je	4	driver		ivd	neg	 5	3	24	Female	white
 271	je	2	construct	hs	pos	 5	5	24	Female	white
 271	je	5	fire		ml	pos	 4	5	24	Female	white
 272	se	5	linebacker	hs	neg	 3	6	21	Female	white
 272	se	1	fire		ml	pos	 4	5	21	Female	white
 272	se	2	train		cc	pos	 4	5	21	Female	white
 272	se	3	driver		ivd	pos	 6	4	21	Female	white
 272	se	4	construct	ident	pos	 6	3	21	Female	white
 273	se	3	driver		ident	neg	 7	1	21	Male	white
 273	se	4	fire		hs	neg	 1	7	21	Male	white
 273	se	5	train		cc	neg	 1	1	21	Male	white
 273	se	1	construct	ivd	pos	 7	7	21	Male	white
 273	se	2	linebacker	ml	pos	 6	7	21	Male	white
 274	se	3	driver		cc	neg	 5	5	38	Female	white
 274	se	5	linebacker	ident	neg	 6	1	38	Female	white
 274	se	1	train		hs	pos	 7	7	38	Female	white
 274	se	2	fire		ivd	pos	 7	7	38	Female	white
 274	se	4	construct	ml	pos	 3	3	38	Female	white
 275	se	1	fire		ivd	neg	 7	7	43	Male	white
 275	se	3	train		cc	neg	 6	5	43	Male	white
 275	se	2	driver		hs	pos	 7	7	43	Male	white
 275	se	4	construct	ml	pos	 2	5	43	Male	white
 275	se	5	linebacker	ident	pos	 6	5	43	Male	white
 276	je	1	driver		ml	neg	 6	6	30	Male	white
 276	je	2	construct	cc	neg	 2	2	30	Male	white
 276	je	4	fire		hs	neg	 7	7	30	Male	white
 276	je	5	linebacker	ident	neg	 7	4	30	Male	white
 276	je	3	train		ivd	pos	 7	7	30	Male	white
 277	se	4	fire		hs	neg	 6	6	29	Female	white
 277	se	5	driver		ident	neg	 6	2	29	Female	white
 277	se	1	linebacker	cc	pos	 1	3	29	Female	white
 277	se	2	train		ivd	pos	 6	1	29	Female	white
 277	se	3	construct	ml	pos	 1	1	29	Female	white
 278	je	2	linebacker	cc	neg	 2	5	66	Female	white
 278	je	4	driver		hs	neg	 6	6	66	Female	white
 278	je	5	train		ident	neg	 6	3	66	Female	white
 278	je	1	fire		ivd	pos	 7	2	66	Female	white
 278	je	3	construct	ml	pos	 4	4	66	Female	white
 279	je	2	construct	ml	neg	 7	7	27	Male	white
 279	je	5	train		ident	neg	 7	7	27	Male	white
 279	je	1	linebacker	cc	pos	 1	1	27	Male	white
 279	je	3	fire		hs	pos	 7	7	27	Male	white
 279	je	4	driver		ivd	pos	 7	7	27	Male	white
 280	se	2	fire		ident	neg	 6	4	23	Male	white.latino
 280	se	1	driver		hs	pos	 7	7	23	Male	white.latino
 280	se	3	train		cc	pos	 2	6	23	Male	white.latino
 280	se	4	linebacker	ml	pos	 1	3	23	Male	white.latino
 280	se	5	construct	ivd	pos	 7	3	23	Male	white.latino
 281	je	3	driver		cc	neg	 7	7	35	Male	asian
 281	je	1	train		ident	pos	 7	5	35	Male	asian
 281	je	2	construct	hs	pos	 7	7	35	Male	asian
 281	je	4	linebacker	ml	pos	 2	2	35	Male	asian
 281	je	5	fire		ivd	pos	 7	4	35	Male	asian
 282	je	1	linebacker	ident	neg	 7	4	39	Female	white
 282	je	2	construct	cc	neg	 3	3	39	Female	white
 282	je	3	train		hs	pos	 6	7	39	Female	white
 282	je	4	driver		ivd	pos	 6	7	39	Female	white
 282	je	5	fire		ml	pos	 4	4	39	Female	white
 283	je	1	fire		ml	neg	 4	4	43	Male	white
 283	je	3	driver		ident	neg	 7	7	43	Male	white
 283	je	4	train		ivd	neg	 7	7	43	Male	white
 283	je	2	linebacker	hs	pos	 7	7	43	Male	white
 283	je	5	construct	cc	pos	 7	7	43	Male	white
 284	se	1	construct	ml	pos	 5	5	34	Male	white
 284	se	2	fire		cc	pos	 6	5	34	Male	white
 284	se	3	linebacker	ivd	pos	 5	5	34	Male	white
 284	se	4	train		ident	pos	 5	5	34	Male	white
 284	se	5	driver		hs	pos	 6	6	34	Male	white
 285	se	1	construct	ident	neg	 7	7	26	Male	white
 285	se	4	linebacker	cc	neg	 2	4	26	Male	white
 285	se	5	fire		ml	neg	 2	2	26	Male	white
 285	se	2	driver		ivd	pos	 7	7	26	Male	white
 285	se	3	train		hs	pos	 7	7	26	Male	white
 286	je	4	driver		ident	neg	 6	3	42	Male	white
 286	je	5	linebacker	ivd	neg	 5	4	42	Male	white
 286	je	1	construct	ml	pos	 1	2	42	Male	white
 286	je	2	fire		cc	pos	 2	4	42	Male	white
 286	je	3	train		hs	pos	 6	7	42	Male	white
 287	je	1	train		ivd	neg	 6	6	34	Female	white
 287	je	3	linebacker	ident	neg	 6	4	34	Female	white
 287	je	5	construct	hs	neg	 6	6	34	Female	white
 287	je	2	driver		cc	pos	 4	6	34	Female	white
 287	je	4	fire		ml	pos	 1	1	34	Female	white
 288	je	4	fire		ivd	neg	 7	6	41	Female	white
 288	je	1	driver		ml	pos	 5	5	41	Female	white
 288	je	2	linebacker	hs	pos	 5	7	41	Female	white
 288	je	3	train		ident	pos	 7	5	41	Female	white
 288	je	5	construct	cc	pos	 5	5	41	Female	white
 289	je	2	train		ml	neg	 7	7	45	Female	white
 289	je	3	driver		hs	neg	 7	7	45	Female	white
 289	je	4	linebacker	cc	neg	 7	7	45	Female	white
 289	je	5	fire		ivd	neg	 7	7	45	Female	white
 289	je	1	construct	ident	pos	 7	5	45	Female	white
 290	je	3	fire		ivd	neg	 7	2	47	Male	white
 290	je	4	driver		ident	neg	 7	2	47	Male	white
 290	je	1	train		ml	pos	 2	2	47	Male	white
 290	je	2	linebacker	cc	pos	 1	1	47	Male	white
 290	je	5	construct	hs	pos	 7	7	47	Male	white
 291	se	4	fire		cc	neg	 1	1	32	Male	white
 291	se	5	construct	ivd	neg	 7	7	32	Male	white
 291	se	1	train		ident	pos	 7	6	32	Male	white
 291	se	2	linebacker	ml	pos	 1	1	32	Male	white
 291	se	3	driver		hs	pos	 1	1	32	Male	white
 292	se	1	construct	hs	neg	 7	7	21	Male	white
 292	se	3	driver		ivd	neg	 7	7	21	Male	white
 292	se	5	fire		ident	neg	 7	5	21	Male	white
 292	se	2	linebacker	cc	pos	 1	2	21	Male	white
 292	se	4	train		ml	pos	 3	4	21	Male	white
 293	je	1	linebacker	hs	neg	 7	7	31	Male	white
 293	je	2	train		ident	neg	 5	1	31	Male	white
 293	je	5	driver		cc	neg	 6	6	31	Male	white
 293	je	3	construct	ml	pos	 1	1	31	Male	white
 293	je	4	fire		ivd	pos	 7	3	31	Male	white
 294	se	1	construct	ml	neg	 6	6	83	Female	white
 294	se	2	linebacker	hs	neg	 6	7	83	Female	white
 294	se	3	fire		ivd	neg	 7	7	83	Female	white
 294	se	4	driver		ident	neg	 2	2	83	Female	white
 294	se	5	train		cc	pos	 2	2	83	Female	white
 295	se	1	linebacker	ivd	neg	 7	7	42	Female	black
 295	se	3	driver		hs	neg	 7	7	42	Female	black
 295	se	4	train		ml	neg	 5	2	42	Female	black
 295	se	5	fire		ident	neg	 7	7	42	Female	black
 295	se	2	construct	cc	pos	 1	1	42	Female	black
 296	je	1	driver		ivd	neg	 7	7	61	Female	white
 296	je	5	fire		hs	neg	 5	7	61	Female	white
 296	je	2	construct	cc	pos	 5	5	61	Female	white
 296	je	3	train		ml	pos	 5	5	61	Female	white
 296	je	4	linebacker	ident	pos	 7	6	61	Female	white
 297	se	1	driver		ml	pos	 5	6	22	Female	white
 297	se	2	train		cc	pos	 5	6	22	Female	white
 297	se	3	fire		ivd	pos	 6	6	22	Female	white
 297	se	4	construct	ident	pos	 7	3	22	Female	white
 297	se	5	linebacker	hs	pos	 6	7	22	Female	white
 298	se	1	linebacker	ident	neg	 7	3	22	Male	asian
 298	se	3	train		ivd	neg	 7	7	22	Male	asian
 298	se	2	fire		ml	pos	 5	6	22	Male	asian
 298	se	4	driver		hs	pos	 6	7	22	Male	asian
 298	se	5	construct	cc	pos	 3	3	22	Male	asian
 299	je	2	train		hs	neg	 7	7	55	Male	white
 299	je	4	linebacker	ml	neg	 1	1	55	Male	white
 299	je	1	fire		cc	pos	 1	6	55	Male	white
 299	je	3	construct	ident	pos	 7	1	55	Male	white
 299	je	5	driver		ivd	pos	 6	4	55	Male	white
 300	je	1	construct	ml	neg	 5	5	29	Female	white
 300	je	2	train		cc	pos	 5	5	29	Female	white
 300	je	3	linebacker	hs	pos	 5	7	29	Female	white
 300	je	4	driver		ivd	pos	 7	7	29	Female	white
 300	je	5	fire		ident	pos	 7	5	29	Female	white
 301	se	1	linebacker	ml	neg	 1	1	22	Female	white.latino
 301	se	3	fire		ident	neg	 7	7	22	Female	white.latino
 301	se	4	train		ivd	neg	 7	7	22	Female	white.latino
 301	se	2	construct	cc	pos	 1	1	22	Female	white.latino
 301	se	5	driver		hs	pos	 7	7	22	Female	white.latino
 302	je	1	train		hs	pos	 7	7	29	Female	latino
 302	je	2	fire		cc	pos	 1	3	29	Female	latino
 302	je	3	construct	ivd	pos	 7	7	29	Female	latino
 302	je	4	linebacker	ident	pos	 7	2	29	Female	latino
 302	je	5	driver		ml	pos	 3	7	29	Female	latino
 303	se	2	train		ml	neg	 3	3	41	Female	white
 303	se	1	linebacker	ivd	pos	 6	6	41	Female	white
 303	se	3	fire		cc	pos	 3	6	41	Female	white
 303	se	4	construct	hs	pos	 7	7	41	Female	white
 303	se	5	driver		ident	pos	 7	3	41	Female	white
 304	se	2	construct	hs	neg	 7	7	27	Male	white
 304	se	3	train		ident	neg	 7	6	27	Male	white
 304	se	4	driver		ml	neg	 4	5	27	Male	white
 304	se	1	linebacker	cc	pos	 2	6	27	Male	white
 304	se	5	fire		ivd	pos	 7	7	27	Male	white
 305	je	1	construct	cc	neg	 6	6	43	Female	white
 305	je	2	fire		ident	neg	 7	5	43	Female	white
 305	je	5	train		hs	neg	 7	7	43	Female	white
 305	je	3	linebacker	ml	pos	 5	5	43	Female	white
 305	je	4	driver		ivd	pos	 7	7	43	Female	white
