subj	mode	order	scenario	concept	first	Yp	Yn	age	gender	race
 781	je	4	train		ivd	neg	 7	7	24	Male	white
 781	je	3	fire		ml	pos	 5	6	24	Male	white
 781	je	5	linebacker	ident	pos	 5	5	24	Male	white
 782	je	1	linebacker	ident	neg	 7	2	56	Female	white
 782	je	4	driver		hs	neg	 7	7	56	Female	white
 782	je	5	construct	ml	neg	 1	3	56	Female	white
 782	je	2	train		ivd	pos	 7	7	56	Female	white
 782	je	3	fire		cc	pos	 2	2	56	Female	white
 783	je	3	linebacker	ident	neg	 6	2	39	Female	black
 783	je	4	construct	hs	neg	 6	7	39	Female	black
 783	je	5	fire		ivd	neg	 7	5	39	Female	black
 783	je	1	train		ml	pos	 2	6	39	Female	black
 783	je	2	driver		cc	pos	 2	2	39	Female	black
 784	se	1	driver		ident	neg	 6	3	27	Female	black
 784	se	2	train		hs	neg	 7	7	27	Female	black
 784	se	5	linebacker	ml	neg	 3	2	27	Female	black
 784	se	3	fire		ivd	pos	 7	6	27	Female	black
 784	se	4	construct	cc	pos	 1	1	27	Female	black
 785	se	1	driver		hs	neg	 6	7	71	Female	asian
 785	se	3	train		ivd	neg	 7	6	71	Female	asian
 785	se	5	linebacker	cc	neg	 5	6	71	Female	asian
 785	se	2	fire		ident	pos	 7	5	71	Female	asian
 785	se	4	construct	ml	pos	 1	5	71	Female	asian
 786	je	1	construct	ml	neg	 7	7	29	Male	asian
 786	je	3	train		ivd	neg	 7	7	29	Male	asian
 786	je	4	driver		hs	neg	 3	5	29	Male	asian
 786	je	5	fire		ident	neg	 6	2	29	Male	asian
 786	je	2	linebacker	cc	pos	 1	6	29	Male	asian
 787	je	2	construct	ivd	neg	 7	7	34	Male	asian
 787	je	3	linebacker	cc	neg	 1	7	34	Male	asian
 787	je	4	driver		hs	neg	 7	7	34	Male	asian
 787	je	1	fire		ml	pos	 6	7	34	Male	asian
 787	je	5	train		ident	pos	 7	6	34	Male	asian
 788	je	1	driver		ml	neg	 7	7	43	Female	white
 788	je	3	construct	cc	neg	 5	5	43	Female	white
 788	je	4	fire		ivd	neg	 7	6	43	Female	white
 788	je	5	linebacker	hs	neg	 5	6	43	Female	white
 788	je	2	train		ident	pos	 6	2	43	Female	white
 789	se	2	train		cc	neg	 1	6	41	Female	white
 789	se	4	driver		hs	neg	 7	7	41	Female	white
 789	se	1	linebacker	ident	pos	 7	1	41	Female	white
 789	se	3	construct	ivd	pos	 7	7	41	Female	white
 789	se	5	fire		ml	pos	 4	4	41	Female	white
 790	je	1	train		ivd	neg	 7	7	54	Female	black
 790	je	3	fire		ml	neg	 7	7	54	Female	black
 790	je	4	linebacker	hs	neg	 7	7	54	Female	black
 790	je	2	construct	cc	pos	 7	7	54	Female	black
 790	je	5	driver		ident	pos	 7	7	54	Female	black
 791	je	2	linebacker	ident	neg	 6	2	34	Male	asian
 791	je	3	fire		hs	neg	 1	7	34	Male	asian
 791	je	5	train		ivd	neg	 7	7	34	Male	asian
 791	je	1	driver		cc	pos	 3	7	34	Male	asian
 791	je	4	construct	ml	pos	 1	1	34	Male	asian
 792	je	3	construct	ml	neg	 5	5	22	Male	latino
 792	je	4	fire		hs	neg	 5	5	22	Male	latino
 792	je	1	linebacker	ident	pos	 6	5	22	Male	latino
 792	je	2	driver		ivd	pos	 7	7	22	Male	latino
 792	je	5	train		cc	pos	 2	2	22	Male	latino
 793	se	3	driver		ident	neg	 6	6	36	Female	white
 793	se	4	train		hs	neg	 7	7	36	Female	white
 793	se	1	linebacker	ivd	pos	 7	7	36	Female	white
 793	se	2	construct	ml	pos	 2	2	36	Female	white
 793	se	5	fire		cc	pos	 2	3	36	Female	white
 794	se	1	fire		cc	neg	 5	5	68	Female	white
 794	se	2	linebacker	ivd	neg	 7	7	68	Female	white
 794	se	3	train		ident	neg	 7	5	68	Female	white
 794	se	4	driver		ml	neg	 5	7	68	Female	white
 794	se	5	construct	hs	neg	 5	5	68	Female	white
 795	se	2	construct	hs	neg	 7	7	27	Male	white
 795	se	3	fire		cc	neg	 1	1	27	Male	white
 795	se	4	driver		ident	neg	 7	3	27	Male	white
 795	se	5	linebacker	ivd	neg	 6	6	27	Male	white
 795	se	1	train		ml	pos	 7	7	27	Male	white
 796	je	1	train		ivd	pos	 7	7	52	Female	white
 796	je	2	construct	ml	pos	 1	1	52	Female	white
 796	je	3	fire		hs	pos	 1	3	52	Female	white
 796	je	4	driver		ident	pos	 7	3	52	Female	white
 796	je	5	linebacker	cc	pos	 3	5	52	Female	white
 797	je	3	train		ml	neg	 5	5	35	Female	white
 797	je	1	linebacker	hs	pos	 6	6	35	Female	white
 797	je	2	construct	cc	pos	 4	4	35	Female	white
 797	je	4	driver		ivd	pos	 7	7	35	Female	white
 797	je	5	fire		ident	pos	 7	5	35	Female	white
 798	se	3	construct	hs	neg	 7	7	68	Female	white
 798	se	4	train		ivd	neg	 7	7	68	Female	white
 798	se	5	fire		ml	neg	 3	2	68	Female	white
 798	se	1	driver		cc	pos	 5	6	68	Female	white
 798	se	2	linebacker	ident	pos	 7	7	68	Female	white
 799	je	1	fire		ml	neg	 1	1	38	Female	white
 799	je	2	train		ident	neg	 7	3	38	Female	white
 799	je	3	driver		hs	neg	 7	7	38	Female	white
 799	je	4	construct	cc	pos	 4	4	38	Female	white
 799	je	5	linebacker	ivd	pos	 5	6	38	Female	white
 800	se	2	construct	ivd	neg	 6	6	27	Male	asian
 800	se	3	fire		ident	neg	 6	4	27	Male	asian
 800	se	4	linebacker	hs	neg	 1	7	27	Male	asian
 800	se	5	driver		cc	neg	 4	4	27	Male	asian
 800	se	1	train		ml	pos	 2	2	27	Male	asian
 801	se	3	construct	hs	neg	 5	5	23	Female	black
 801	se	4	driver		ml	neg	 2	5	23	Female	black
 801	se	5	fire		ivd	neg	 5	6	23	Female	black
 801	se	1	linebacker	cc	pos	 5	6	23	Female	black
 801	se	2	train		ident	pos	 6	5	23	Female	black
 802	se	5	fire		ivd	neg	 5	7	31	Female	white
 802	se	1	train		hs	pos	 7	7	31	Female	white
 802	se	2	driver		ident	pos	 7	7	31	Female	white
 802	se	3	linebacker	cc	pos	 7	7	31	Female	white
 802	se	4	construct	ml	pos	 7	7	31	Female	white
 803	se	1	driver		ml	neg	 3	5	32	Male	white
 803	se	2	train		ivd	neg	 7	7	32	Male	white
 803	se	4	construct	ident	neg	 5	3	32	Male	white
 803	se	3	fire		cc	pos	 2	5	32	Male	white
 803	se	5	linebacker	hs	pos	 2	5	32	Male	white
 804	se	1	construct	cc	neg	 3	2	39	Female	white
 804	se	2	fire		ident	pos	 7	5	39	Female	white
 804	se	3	linebacker	hs	pos	 7	7	39	Female	white
 804	se	4	driver		ml	pos	 4	5	39	Female	white
 804	se	5	train		ivd	pos	 7	7	39	Female	white
 805	se	1	driver		hs	neg	 7	7	40	Male	white
 805	se	2	construct	ident	neg	 7	6	40	Male	white
 805	se	3	linebacker	ivd	neg	 6	5	40	Male	white
 805	se	5	train		ml	neg	 2	2	40	Male	white
 805	se	4	fire		cc	pos	 1	1	40	Male	white
 806	se	2	linebacker	ident	neg	 6	4	31	Female	white
 806	se	4	fire		ivd	neg	 3	3	31	Female	white
 806	se	5	driver		hs	neg	 7	7	31	Female	white
 806	se	1	construct	cc	pos	 6	6	31	Female	white
 806	se	3	train		ml	pos	 3	3	31	Female	white
 807	se	1	construct	ident	neg	 7	6	48	Female	white
 807	se	2	driver		ivd	neg	 7	7	48	Female	white
 807	se	3	linebacker	ml	neg	 1	1	48	Female	white
 807	se	4	train		hs	neg	 7	7	48	Female	white
 807	se	5	fire		cc	pos	 1	1	48	Female	white
 808	se	1	fire		hs	neg	 2	7	48	Female	white
 808	se	4	construct	ivd	neg	 7	7	48	Female	white
 808	se	2	train		cc	pos	 3	2	48	Female	white
 808	se	3	driver		ident	pos	 7	1	48	Female	white
 808	se	5	linebacker	ml	pos	 4	4	48	Female	white
 809	je	1	train		ident	neg	 7	7	30	Female	white
 809	je	5	linebacker	ml	neg	 4	4	30	Female	white
 809	je	2	construct	ivd	pos	 7	7	30	Female	white
 809	je	3	driver		hs	pos	 7	7	30	Female	white
 809	je	4	fire		cc	pos	 1	1	30	Female	white
 810	se	2	construct	cc	neg	 7	7	26	Male	white
 810	se	4	fire		hs	neg	 7	7	26	Male	white
 810	se	1	train		ml	pos	 7	7	26	Male	white
 810	se	3	driver		ivd	pos	 5	5	26	Male	white
 810	se	5	linebacker	ident	pos	 3	1	26	Male	white
 811	se	1	train		cc	pos	 1	5	56	Male	white
 811	se	2	driver		ident	pos	 7	4	56	Male	white
 811	se	3	fire		ivd	pos	 7	7	56	Male	white
 811	se	4	linebacker	ml	pos	 1	1	56	Male	white
 811	se	5	construct	hs	pos	 7	7	56	Male	white
 812	je	1	construct	ml	neg	 1	2	24	Female	white.latino
 812	je	2	linebacker	ivd	neg	 7	6	24	Female	white.latino
 812	je	3	driver		hs	neg	 6	7	24	Female	white.latino
 812	je	4	fire		ident	neg	 7	2	24	Female	white.latino
 812	je	5	train		cc	pos	 5	7	24	Female	white.latino
 813	se	3	driver		hs	neg	 7	7	20	Female	black
 813	se	1	linebacker	cc	pos	 3	7	20	Female	black
 813	se	2	construct	ident	pos	 7	5	20	Female	black
 813	se	4	fire		ml	pos	 4	1	20	Female	black
 813	se	5	train		ivd	pos	 6	5	20	Female	black
 814	se	5	linebacker	ident	neg	 7	5	39	Female	white
 814	se	1	fire		cc	pos	 1	5	39	Female	white
 814	se	2	driver		ivd	pos	 7	7	39	Female	white
 814	se	3	construct	ml	pos	 1	2	39	Female	white
 814	se	4	train		hs	pos	 7	7	39	Female	white
 815	je	1	driver		hs	neg	 6	7	21	Female	black.white
 815	je	3	construct	ivd	neg	 7	6	21	Female	black.white
 815	je	2	train		ident	pos	 7	3	21	Female	black.white
 815	je	4	fire		ml	pos	 1	1	21	Female	black.white
 815	je	5	linebacker	cc	pos	 1	4	21	Female	black.white
 816	je	1	fire		hs	pos	 1	6	39	Female	white
 816	je	2	linebacker	ident	pos	 6	1	39	Female	white
 816	je	3	driver		cc	pos	 1	6	39	Female	white
 816	je	4	construct	ivd	pos	 7	7	39	Female	white
 816	je	5	train		ml	pos	 3	5	39	Female	white
 817	se	1	fire		cc	neg	 1	7	25	Male	asian
 817	se	3	linebacker	ivd	neg	 7	6	25	Male	asian
 817	se	4	train		ml	neg	 3	4	25	Male	asian
 817	se	5	construct	hs	neg	 7	7	25	Male	asian
 817	se	2	driver		ident	pos	 7	5	25	Male	asian
 818	se	1	fire		hs	neg	 3	5	29	Male	white
 818	se	3	train		cc	neg	 2	2	29	Male	white
 818	se	4	construct	ivd	neg	 2	7	29	Male	white
 818	se	5	driver		ident	neg	 3	4	29	Male	white
 818	se	2	linebacker	ml	pos	 5	3	29	Male	white
 819	se	2	linebacker	ivd	neg	 7	6	29	Male	white
 819	se	4	driver		hs	neg	 6	7	29	Male	white
 819	se	1	construct	ml	pos	 2	5	29	Male	white
 819	se	3	fire		cc	pos	 2	5	29	Male	white
 819	se	5	train		ident	pos	 6	3	29	Male	white
 820	je	2	fire		hs	neg	 1	7	29	Female	black
 820	je	4	train		ivd	neg	 7	7	29	Female	black
 820	je	5	construct	ident	neg	 7	2	29	Female	black
 820	je	1	linebacker	ml	pos	 1	1	29	Female	black
 820	je	3	driver		cc	pos	 5	7	29	Female	black
 821	je	2	driver		ivd	neg	 7	7	47	Female	black
 821	je	3	train		cc	neg	 5	7	47	Female	black
 821	je	5	fire		hs	neg	 5	7	47	Female	black
 821	je	1	construct	ident	pos	 7	4	47	Female	black
 821	je	4	linebacker	ml	pos	 5	5	47	Female	black
 822	je	2	train		cc	neg	 1	1	33	Male	white
 822	je	3	driver		hs	neg	 4	7	33	Male	white
 822	je	1	linebacker	ident	pos	 7	1	33	Male	white
 822	je	4	fire		ivd	pos	 7	3	33	Male	white
 822	je	5	construct	ml	pos	 4	4	33	Male	white
 823	je	2	train		hs	neg	 7	7	48	Female	white
 823	je	4	construct	ident	neg	 7	3	48	Female	white
 823	je	5	linebacker	ml	neg	 2	2	48	Female	white
 823	je	1	fire		ivd	pos	 7	7	48	Female	white
 823	je	3	driver		cc	pos	 4	6	48	Female	white
 824	je	3	construct	ml	neg	 4	6	31	Male	white
 824	je	1	linebacker	hs	pos	 7	7	31	Male	white
 824	je	2	train		ivd	pos	 7	7	31	Male	white
 824	je	4	fire		cc	pos	 5	5	31	Male	white
 824	je	5	driver		ident	pos	 4	2	31	Male	white
 825	se	3	construct	ivd	neg	 7	7	21	Female	white
 825	se	5	fire		ml	neg	 2	2	21	Female	white
 825	se	1	driver		cc	pos	 6	6	21	Female	white
 825	se	2	linebacker	ident	pos	 6	4	21	Female	white
 825	se	4	train		hs	pos	 6	6	21	Female	white
 826	se	1	driver		ml	neg	 5	6	32	Male	white.latino
 826	se	2	fire		ivd	neg	 5	5	32	Male	white.latino
 826	se	3	train		hs	neg	 6	6	32	Male	white.latino
 826	se	4	linebacker	cc	pos	 2	6	32	Male	white.latino
 826	se	5	construct	ident	pos	 7	6	32	Male	white.latino
 827	se	2	fire		ivd	neg	 6	4	22	Male	white
 827	se	1	driver		ident	pos	 7	4	22	Male	white
 827	se	3	train		ml	pos	 3	3	22	Male	white
 827	se	4	linebacker	hs	pos	 5	7	22	Male	white
 827	se	5	construct	cc	pos	 4	6	22	Male	white
 828	se	1	linebacker	ml	neg	 2	3	30	Male	white
 828	se	2	train		hs	neg	 7	7	30	Male	white
 828	se	4	construct	ivd	neg	 7	7	30	Male	white
 828	se	3	fire		cc	pos	 1	7	30	Male	white
 828	se	5	driver		ident	pos	 7	6	30	Male	white
 829	se	2	fire		hs	neg	 6	7	42	Male	white
 829	se	4	construct	ident	neg	 7	3	42	Male	white
 829	se	5	driver		cc	neg	 5	6	42	Male	white
 829	se	1	linebacker	ml	pos	 1	1	42	Male	white
 829	se	3	train		ivd	pos	 7	6	42	Male	white
 830	se	1	linebacker	cc	neg	 1	6	32	Female	white
 830	se	2	train		hs	pos	 6	7	32	Female	white
 830	se	3	fire		ivd	pos	 7	6	32	Female	white
 830	se	4	construct	ident	pos	 7	5	32	Female	white
 830	se	5	driver		ml	pos	 6	7	32	Female	white
 831	se	2	train		ml	neg	 1	3	23	Male	latino
 831	se	3	construct	hs	neg	 4	7	23	Male	latino
 831	se	4	linebacker	ivd	neg	 6	7	23	Male	latino
 831	se	5	fire		cc	neg	 3	3	23	Male	latino
 831	se	1	driver		ident	pos	 6	4	23	Male	latino
 832	je	1	linebacker	ivd	neg	 6	1	22	Male	white
 832	je	4	fire		hs	neg	 6	6	22	Male	white
 832	je	5	train		cc	neg	 2	2	22	Male	white
 832	je	2	construct	ml	pos	 1	1	22	Male	white
 832	je	3	driver		ident	pos	 4	3	22	Male	white
 833	je	4	driver		ml	neg	 6	7	22	Male	black
 833	je	5	train		hs	neg	 7	7	22	Male	black
 833	je	1	construct	cc	pos	 6	6	22	Male	black
 833	je	2	fire		ivd	pos	 7	6	22	Male	black
 833	je	3	linebacker	ident	pos	 7	5	22	Male	black
 834	se	1	linebacker	ml	neg	 1	1	23	Male	white
 834	se	2	train		ivd	neg	 7	7	23	Male	white
 834	se	3	fire		ident	neg	 7	4	23	Male	white
 834	se	4	construct	cc	neg	 7	7	23	Male	white
 834	se	5	driver		hs	neg	 7	7	23	Male	white
 835	je	4	driver		ivd	neg	 6	6	23	Male	asian
 835	je	1	linebacker	ident	pos	 7	4	23	Male	asian
 835	je	2	construct	ml	pos	 2	2	23	Male	asian
 835	je	3	train		hs	pos	 6	7	23	Male	asian
 835	je	5	fire		cc	pos	 2	2	23	Male	asian
 836	je	2	construct	ml	neg	 5	5	33	Female	white
 836	je	3	driver		hs	neg	 7	7	33	Female	white
 836	je	1	train		ident	pos	 7	6	33	Female	white
 836	je	4	linebacker	ivd	pos	 7	7	33	Female	white
 836	je	5	fire		cc	pos	 3	1	33	Female	white
 837	je	1	train		ivd	neg	 7	7	36	Male	latino
 837	je	4	linebacker	ident	neg	 6	5	36	Male	latino
 837	je	2	construct	ml	pos	 4	7	36	Male	latino
 837	je	3	driver		hs	pos	 7	7	36	Male	latino
 837	je	5	fire		cc	pos	 6	7	36	Male	latino
 838	je	1	fire		ident	neg	 7	7	43	Male	white
 838	je	5	construct	hs	neg	 7	7	43	Male	white
 838	je	2	linebacker	cc	pos	 1	7	43	Male	white
 838	je	3	driver		ml	pos	 1	7	43	Male	white
 838	je	4	train		ivd	pos	 7	7	43	Male	white
 839	se	2	fire		ml	neg	 4	6	24	Male	white
 839	se	3	train		ivd	neg	 7	7	24	Male	white
 839	se	4	construct	cc	neg	 6	7	24	Male	white
 839	se	5	driver		ident	neg	 7	4	24	Male	white
 839	se	1	linebacker	hs	pos	 6	7	24	Male	white
 840	se	3	fire		hs	neg	 3	5	38	Female	white
 840	se	4	linebacker	ml	neg	 1	1	38	Female	white
 840	se	5	driver		ident	neg	 7	7	38	Female	white
 840	se	1	construct	ivd	pos	 7	7	38	Female	white
 840	se	2	train		cc	pos	 6	6	38	Female	white
 841	je	2	linebacker	ml	neg	 1	1	33	Male	white
 841	je	3	fire		ident	neg	 7	4	33	Male	white
 841	je	1	driver		cc	pos	 2	6	33	Male	white
 841	je	4	train		hs	pos	 7	7	33	Male	white
 841	je	5	construct	ivd	pos	 7	7	33	Male	white
 842	se	1	driver		hs	neg	 7	7	62	Male	white
 842	se	3	construct	ivd	neg	 7	6	62	Male	white
 842	se	2	train		ident	pos	 7	7	62	Male	white
 842	se	4	linebacker	ml	pos	 5	6	62	Male	white
 842	se	5	fire		cc	pos	 2	2	62	Male	white
 843	je	2	driver		ml	neg	 5	5	37	Female	white
 843	je	4	construct	ivd	neg	 7	7	37	Female	white
 843	je	1	fire		hs	pos	 1	2	37	Female	white
 843	je	3	linebacker	cc	pos	 2	6	37	Female	white
 843	je	5	train		ident	pos	 7	6	37	Female	white
 844	je	3	construct	cc	neg	 3	3	43	Male	white
 844	je	1	fire		ml	pos	 5	6	43	Male	white
 844	je	2	linebacker	ident	pos	 6	4	43	Male	white
 844	je	4	driver		ivd	pos	 7	7	43	Male	white
 844	je	5	train		hs	pos	 6	7	43	Male	white
 845	je	1	train		ml	pos	 6	6	23	Male	asian
 845	je	2	construct	hs	pos	 6	6	23	Male	asian
 845	je	3	driver		cc	pos	 5	5	23	Male	asian
 845	je	4	linebacker	ivd	pos	 6	6	23	Male	asian
 845	je	5	fire		ident	pos	 5	3	23	Male	asian
 846	se	2	fire		ivd	neg	 7	6	26	Female	white
 846	se	3	construct	cc	neg	 4	1	26	Female	white
 846	se	1	driver		hs	pos	 7	7	26	Female	white
 846	se	4	linebacker	ml	pos	 3	7	26	Female	white
 846	se	5	train		ident	pos	 7	3	26	Female	white
 847	se	1	train		cc	neg	 4	6	25	Male	white
 847	se	2	driver		ident	neg	 6	2	25	Male	white
 847	se	3	construct	ml	neg	 2	2	25	Male	white
 847	se	4	linebacker	ivd	neg	 7	6	25	Male	white
 847	se	5	fire		hs	pos	 6	7	25	Male	white
 848	se	2	train		ml	neg	 2	3	39	Female	white
 848	se	3	construct	ident	neg	 7	6	39	Female	white
 848	se	4	fire		cc	neg	 1	2	39	Female	white
 848	se	5	linebacker	ivd	neg	 7	7	39	Female	white
 848	se	1	driver		hs	pos	 7	7	39	Female	white
 849	se	5	driver		hs	neg	 7	7	33	Male	white
 849	se	1	construct	ivd	pos	 7	7	33	Male	white
 849	se	2	fire		cc	pos	 2	4	33	Male	white
 849	se	3	train		ml	pos	 6	6	33	Male	white
 849	se	4	linebacker	ident	pos	 6	3	33	Male	white
 850	se	3	driver		hs	neg	 6	7	24	Female	white
 850	se	4	fire		ivd	neg	 7	7	24	Female	white
 850	se	5	construct	ml	neg	 4	5	24	Female	white
 850	se	1	linebacker	ident	pos	 7	5	24	Female	white
 850	se	2	train		cc	pos	 3	3	24	Female	white
 851	je	2	linebacker	ivd	neg	 7	7	42	Female	white
 851	je	3	construct	cc	neg	 4	4	42	Female	white
 851	je	4	fire		ml	neg	 3	3	42	Female	white
 851	je	5	train		ident	neg	 2	2	42	Female	white
 851	je	1	driver		hs	pos	 7	7	42	Female	white
 852	je	3	construct	ivd	neg	 7	7	23	Male	white
 852	je	5	driver		ident	neg	 7	1	23	Male	white
 852	je	1	train		hs	pos	 5	7	23	Male	white
 852	je	2	linebacker	cc	pos	 1	7	23	Male	white
 852	je	4	fire		ml	pos	 3	3	23	Male	white
 853	se	1	linebacker	ml	neg	 4	5	53	Female	white
 853	se	5	fire		ivd	neg	 7	5	53	Female	white
 853	se	2	construct	hs	pos	 7	7	53	Female	white
 853	se	3	train		ident	pos	 7	6	53	Female	white
 853	se	4	driver		cc	pos	 2	5	53	Female	white
 854	je	3	construct	cc	neg	 1	1	22	Female	white
 854	je	5	train		hs	neg	 7	7	22	Female	white
 854	je	1	driver		ml	pos	 1	1	22	Female	white
 854	je	2	fire		ivd	pos	 7	7	22	Female	white
 854	je	4	linebacker	ident	pos	 7	1	22	Female	white
 855	je	2	fire		hs	neg	 2	7	45	Female	white
 855	je	3	construct	ml	neg	 4	6	45	Female	white
 855	je	5	driver		ivd	neg	 7	2	45	Female	white
 855	je	1	train		cc	pos	 1	6	45	Female	white
 855	je	4	linebacker	ident	pos	 7	2	45	Female	white
 856	je	4	linebacker	ivd	neg	 7	7	44	Male	white
 856	je	5	fire		ident	neg	 7	4	44	Male	white
 856	je	1	train		cc	pos	 1	1	44	Male	white
 856	je	2	construct	hs	pos	 7	7	44	Male	white
 856	je	3	driver		ml	pos	 3	5	44	Male	white
 857	je	1	construct	ml	neg	 2	2	22	Female	black
 857	je	2	train		cc	neg	 4	6	22	Female	black
 857	je	3	driver		hs	neg	 6	7	22	Female	black
 857	je	4	fire		ident	neg	 7	3	22	Female	black
 857	je	5	linebacker	ivd	neg	 7	7	22	Female	black
 858	je	4	construct	ident	neg	 7	2	35	Female	white
 858	je	5	driver		ivd	neg	 7	5	35	Female	white
 858	je	1	linebacker	ml	pos	 5	5	35	Female	white
 858	je	2	train		hs	pos	 7	7	35	Female	white
 858	je	3	fire		cc	pos	 1	2	35	Female	white
 859	je	2	construct	ml	neg	 4	5	22	Male	white
 859	je	3	train		hs	neg	 4	5	22	Male	white
 859	je	5	linebacker	ident	neg	 4	4	22	Male	white
 859	je	1	driver		ivd	pos	 6	4	22	Male	white
 859	je	4	fire		cc	pos	 3	5	22	Male	white
 860	je	1	construct	hs	neg	 7	7	41	Female	white
 860	je	2	linebacker	ml	pos	 1	1	41	Female	white
 860	je	3	train		cc	pos	 1	1	41	Female	white
 860	je	4	driver		ivd	pos	 7	7	41	Female	white
 860	je	5	fire		ident	pos	 7	2	41	Female	white
 861	je	1	construct	hs	neg	 7	7	61	Female	white
 861	je	2	linebacker	ident	neg	 7	7	61	Female	white
 861	je	3	fire		ml	neg	 3	3	61	Female	white
 861	je	4	train		cc	neg	 4	4	61	Female	white
 861	je	5	driver		ivd	pos	 7	7	61	Female	white
 862	se	1	train		ml	neg	 6	7	35	Male	asian
 862	se	2	fire		ivd	neg	 6	6	35	Male	asian
 862	se	4	driver		hs	neg	 4	7	35	Male	asian
 862	se	5	construct	cc	neg	 6	5	35	Male	asian
 862	se	3	linebacker	ident	pos	 6	4	35	Male	asian
 863	se	1	train		ident	neg	 7	5	43	Female	white
 863	se	4	construct	hs	neg	 7	7	43	Female	white
 863	se	5	linebacker	ml	neg	 5	5	43	Female	white
 863	se	2	driver		cc	pos	 5	6	43	Female	white
 863	se	3	fire		ivd	pos	 7	5	43	Female	white
 864	je	4	construct	ident	neg	 7	2	61	Female	white
 864	je	5	train		ivd	neg	 7	6	61	Female	white
 864	je	1	linebacker	ml	pos	 1	1	61	Female	white
 864	je	2	fire		hs	pos	 1	7	61	Female	white
 864	je	3	driver		cc	pos	 1	7	61	Female	white
 865	se	1	construct	hs	neg	 7	7	32	Female	white.native.american
 865	se	2	linebacker	cc	neg	 1	7	32	Female	white.native.american
 865	se	5	fire		ident	neg	 7	3	32	Female	white.native.american
 865	se	3	train		ml	pos	 1	1	32	Female	white.native.american
 865	se	4	driver		ivd	pos	 7	7	32	Female	white.native.american
 866	se	1	construct	hs	pos	 7	7	35	Female	white
 866	se	2	fire		cc	pos	 1	2	35	Female	white
 866	se	3	train		ivd	pos	 7	7	35	Female	white
 866	se	4	driver		ident	pos	 7	2	35	Female	white
 866	se	5	linebacker	ml	pos	 1	1	35	Female	white
 867	je	2	linebacker	ident	neg	 6	2	29	Male	white
 867	je	5	fire		ml	neg	 3	3	29	Male	white
 867	je	1	construct	cc	pos	 2	3	29	Male	white
 867	je	3	driver		hs	pos	 6	6	29	Male	white
 867	je	4	train		ivd	pos	 6	6	29	Male	white
 868	je	1	driver		ident	neg	 7	1	24	Male	white
 868	je	2	train		cc	neg	 1	1	24	Male	white
 868	je	4	construct	hs	neg	 5	7	24	Male	white
 868	je	3	linebacker	ml	pos	 1	6	24	Male	white
 868	je	5	fire		ivd	pos	 7	7	24	Male	white
 869	je	1	construct	hs	neg	 7	7	21	Female	white
 869	je	3	train		ivd	neg	 7	7	21	Female	white
 869	je	5	linebacker	ml	neg	 4	4	21	Female	white
 869	je	2	fire		cc	pos	 1	2	21	Female	white
 869	je	4	driver		ident	pos	 5	5	21	Female	white
 870	se	3	train		cc	neg	 4	5	46	Male	white
 870	se	4	driver		ml	neg	 4	4	46	Male	white
 870	se	1	linebacker	ivd	pos	 6	6	46	Male	white
 870	se	2	construct	ident	pos	 7	5	46	Male	white
 870	se	5	fire		hs	pos	 2	2	46	Male	white
 871	je	1	linebacker	ivd	neg	 6	2	32	Male	white
 871	je	3	construct	cc	neg	 2	2	32	Male	white
 871	je	5	fire		ml	neg	 2	2	32	Male	white
 871	je	2	driver		ident	pos	 6	4	32	Male	white
 871	je	4	train		hs	pos	 5	7	32	Male	white
 872	se	1	train		hs	neg	 6	7	21	Female	white
 872	se	2	linebacker	ml	neg	 1	3	21	Female	white
 872	se	5	fire		ivd	neg	 7	6	21	Female	white
 872	se	3	driver		cc	pos	 5	6	21	Female	white
 872	se	4	construct	ident	pos	 7	4	21	Female	white
 873	se	1	construct	cc	neg	 1	1	56	Female	white
 873	se	2	linebacker	ml	neg	 1	1	56	Female	white
 873	se	3	train		ivd	neg	 7	7	56	Female	white
 873	se	4	driver		hs	pos	 7	7	56	Female	white
 873	se	5	fire		ident	pos	 7	7	56	Female	white
 874	se	1	construct	ivd	neg	 7	7	27	Female	white
 874	se	2	driver		ident	neg	 7	6	27	Female	white
 874	se	3	fire		hs	pos	 5	7	27	Female	white
 874	se	4	train		ml	pos	 3	4	27	Female	white
 874	se	5	linebacker	cc	pos	 1	5	27	Female	white
 875	je	1	driver		ivd	neg	 7	7	53	Female	white
 875	je	3	fire		ident	neg	 7	7	53	Female	white
 875	je	5	construct	cc	neg	 1	1	53	Female	white
 875	je	2	linebacker	hs	pos	 7	7	53	Female	white
 875	je	4	train		ml	pos	 1	1	53	Female	white
 876	se	1	train		hs	neg	 7	7	48	Male	white
 876	se	2	driver		ml	neg	 5	5	48	Male	white
 876	se	4	construct	cc	neg	 1	1	48	Male	white
 876	se	3	linebacker	ivd	pos	 5	5	48	Male	white
 876	se	5	fire		ident	pos	 7	5	48	Male	white
 877	je	3	fire		ml	neg	 5	5	21	Male	white
 877	je	4	train		cc	neg	 1	5	21	Male	white
 877	je	5	linebacker	hs	neg	 1	3	21	Male	white
 877	je	1	driver		ident	pos	 7	1	21	Male	white
 877	je	2	construct	ivd	pos	 7	6	21	Male	white
 878	se	2	linebacker	ident	neg	 6	2	30	Male	latino
 878	se	4	train		ivd	neg	 7	6	30	Male	latino
 878	se	1	construct	cc	pos	 2	4	30	Male	latino
 878	se	3	fire		ml	pos	 4	5	30	Male	latino
